participantId,intervalStartTime,intervalEndTime,currentLocations
5,2022-03-01 17:00:00+00:00,2022-03-01 17:35:00+00:00,"['POINT (231.13884534051988 1095.6471792268785)', 'POINT (62.22264026027118 1402.060218517451)', 'POINT (-155.53781175374175 1638.5487157158402)', 'POINT (-545.057391684011 1627.2116168749696)', 'POINT (-963.5107407567665 1601.849854905518)', 'POINT (-1379.5190041425997 1566.3666174239095)', 'POINT (-1642.9755022913057 1741.070197448646)', 'POINT (-1525.6957374012197 1994.5285187115571)']"
5,2022-03-01 07:55:00+00:00,2022-03-01 08:30:00+00:00,"['POINT (-1511.4440690712386 1994.4821122365117)', 'POINT (-1644.7166088256645 1623.6372525945108)', 'POINT (-1262.491757792136 1571.3494286978337)', 'POINT (-846.0465405661212 1599.9042582499176)', 'POINT (-430.49050303807354 1653.2577200313178)', 'POINT (-102.2016538697148 1559.707262801607)', 'POINT (70.21371176042841 1284.839691178349)', 'POINT (216.88717701053875 1095.693585701924)']"
7,2022-03-01 07:40:00+00:00,2022-03-01 07:45:00+00:00,"['POINT (-1025.4630206407976 1571.1658211045055)', 'POINT (-883.650163839613 1563.1820416780627)']"
7,2022-03-01 16:45:00+00:00,2022-03-01 16:50:00+00:00,"['POINT (-885.2966139548657 1555.9764946386085)', 'POINT (-1023.8165705255449 1578.3713681439597)']"
8,2022-03-01 07:05:00+00:00,2022-03-01 07:10:00+00:00,"['POINT (611.3346599759675 2266.011783648469)', 'POINT (834.9166212134627 2172.3595144724727)']"
8,2022-03-01 15:40:00+00:00,2022-03-01 15:45:00+00:00,"['POINT (829.9556783260775 2163.4803049897623)', 'POINT (616.2956028633527 2274.8909931311796)']"
9,2022-03-01 16:40:00+00:00,2022-03-01 17:30:00+00:00,"['POINT (829.9556783260775 2163.4803049897623)', 'POINT (597.7013280992969 1906.4999595775162)', 'POINT (482.50294121363686 1657.665138448399)', 'POINT (63.001119150893636 1659.2335202213158)', 'POINT (-356.2863110467529 1666.6084455166326)', 'POINT (-770.6834632620817 1605.1537116667075)', 'POINT (-1189.19041264196 1589.646743198722)', 'POINT (-1605.6031896523573 1583.2700671845496)', 'POINT (-1616.1580697121383 1962.7582056266992)', 'POINT (-1928.2587784339853 2023.1853515911534)', 'POINT (-2034.686980076759 2030.381539383028)']"
9,2022-03-01 06:45:00+00:00,2022-03-01 07:30:00+00:00,"['POINT (-2025.813803104962 2039.3990990051875)', 'POINT (-1589.1272568705476 2020.4605354569248)', 'POINT (-1644.5985133422496 1611.8072210224757)', 'POINT (-1251.0133378188461 1574.2146456975256)', 'POINT (-834.2420262731226 1600.622400743272)', 'POINT (-418.9720900376375 1655.9576747512951)', 'POINT (-0.7180793282352482 1659.529249642722)', 'POINT (419.1191975074212 1663.2806656476023)', 'POINT (599.7979554063103 1842.875377487176)', 'POINT (821.0825013542806 2154.462745367603)']"
10,2022-03-01 16:30:00+00:00,2022-03-01 17:50:00+00:00,"['POINT (231.13884534051988 1095.6471792268785)', 'POINT (445.5571413565477 1374.3081901269375)', 'POINT (629.043849066446 1601.6920484809227)', 'POINT (600.7252664534315 2019.6604776456807)', 'POINT (650.4822340661204 2435.2728935195582)', 'POINT (640.9866467228359 2854.844340229091)', 'POINT (639.6163864457487 3274.262789150851)', 'POINT (617.2048721612977 3692.850495953258)', 'POINT (681.2258863428985 4054.724347963206)', 'POINT (1100.9912538120886 4059.2243368119257)', 'POINT (1520.6819583402414 4054.258748973651)', 'POINT (1939.0579746599508 4085.1350571594353)', 'POINT (2186.916758367134 4238.430540014461)', 'POINT (2193.253192367429 4656.522475665598)', 'POINT (2151.8696005348565 5073.658847640037)', 'POINT (1970.7684665150466 5290.813080590072)', 'POINT (1814.98579620458 5202.324736027698)']"
10,2022-03-01 06:40:00+00:00,2022-03-01 08:00:00+00:00,"['POINT (1816.3549639769624 5215.958137993539)', 'POINT (2162.077183383429 5261.446787407956)', 'POINT (2165.4351095209463 4842.3562895567575)', 'POINT (2194.105717000431 4426.274424310284)', 'POINT (2126.295282585733 4096.65672714259)', 'POINT (1708.3835285447533 4064.2915098367625)', 'POINT (1289.1306660316038 4062.794802394766)', 'POINT (869.250187009886 4057.758202364846)', 'POINT (625.6240367209749 3880.8628528394443)', 'POINT (619.7601837613478 3461.237660021162)', 'POINT (633.6910365404021 3042.817401994128)', 'POINT (646.8944046889309 2623.2628729333123)', 'POINT (634.6902250904192 2204.1827165716595)', 'POINT (604.5501334456238 1788.2419877189134)', 'POINT (460.6084193212665 1550.1377824896026)', 'POINT (364.41704056682045 1239.9742693262572)', 'POINT (229.7696775681375 1082.0137772610378)']"
11,2022-03-01 15:50:00+00:00,2022-03-01 17:20:00+00:00,"['POINT (-1784.078473278472 4571.813634096875)', 'POINT (-1639.7705382615338 4959.254290343117)', 'POINT (-1273.595146628245 5017.3647731643205)', 'POINT (-1052.823199121828 5212.678388797269)', 'POINT (-858.9297718437576 5429.4986616208635)', 'POINT (-935.6636579082742 5800.029792475806)', 'POINT (-1355.5717018342602 5802.004899076412)', 'POINT (-1774.151975379725 5817.385430704393)', 'POINT (-2193.682520255502 5828.30552057886)', 'POINT (-2612.0400097032034 5860.2750705241715)', 'POINT (-3013.4091832004774 5893.930920161131)', 'POINT (-3077.8023476645567 6249.104364715496)', 'POINT (-3495.527661590686 6210.748131844079)', 'POINT (-3763.064471171811 6391.993190884272)', 'POINT (-3986.5094291868045 6594.902147001516)', 'POINT (-4158.816744324364 6882.205170690121)', 'POINT (-4198.736461403636 7296.860459747404)', 'POINT (-4536.701141370416 7382.43399694381)', 'POINT (-4565.6827138156195 7005.636929989713)']"
11,2022-03-01 05:50:00+00:00,2022-03-01 07:20:00+00:00,"['POINT (-4580.138686257654 7008.662374002434)', 'POINT (-4483.573540997823 7387.521256054453)', 'POINT (-4199.30473845793 7243.501454508893)', 'POINT (-4147.878883496227 6830.169097638283)', 'POINT (-3933.4815589380987 6588.863476887964)', 'POINT (-3761.197693704214 6338.65523752557)', 'POINT (-3442.290075060348 6214.513966019063)', 'POINT (-3024.453504622258 6250.628527651957)', 'POINT (-2978.4061816750545 5869.7079484701335)', 'POINT (-2558.6946326443776 5858.634072943329)', 'POINT (-2140.3253106919437 5827.2673240882405)', 'POINT (-1721.5188925265438 5808.709974258552)', 'POINT (-1302.2223592797159 5803.511476524366)', 'POINT (-887.0838025233573 5794.750788027903)', 'POINT (-857.9461529595259 5376.148361729923)', 'POINT (-1106.1554542051535 5212.579383746091)', 'POINT (-1326.6654799888954 5023.018253826548)', 'POINT (-1644.4593542385112 4906.096619909034)', 'POINT (-1769.6225008364377 4568.788190084154)']"
12,2022-03-01 07:10:00+00:00,2022-03-01 08:05:00+00:00,"['POINT (-511.5960817230892 6362.843895698503)', 'POINT (-594.7663368844959 5974.51269276272)', 'POINT (-855.1707145531941 5799.7027274381)', 'POINT (-1275.1089501177444 5804.277155140534)', 'POINT (-1694.8374343374264 5803.829092265495)', 'POINT (-2113.201134705716 5827.219395016361)', 'POINT (-2531.5868244413846 5857.706633464166)', 'POINT (-2951.3671583609153 5867.5598240917025)', 'POINT (-3019.4920421259644 6230.870779446534)', 'POINT (-3415.329284712368 6217.218552084435)', 'POINT (-3760.248952841259 6311.547616624746)', 'POINT (-3710.6497239820555 6560.460342259548)']"
12,2022-03-01 16:35:00+00:00,2022-03-01 17:30:00+00:00,"['POINT (-3724.8780422091695 6559.417348100849)', 'POINT (-3688.577199119955 6214.838994296798)', 'POINT (-3271.065264382964 6238.734790636947)', 'POINT (-3035.094936718189 6085.805153644113)', 'POINT (-2805.602238621018 5863.87437305723)', 'POINT (-2386.1952309114513 5846.778939072419)', 'POINT (-1967.300626034686 5827.753502860467)', 'POINT (-1549.0444724263934 5799.818040093109)', 'POINT (-1129.253764836081 5801.374462495285)', 'POINT (-785.9666506768871 5887.6757373064065)', 'POINT (-548.0749257349178 6067.1871764621055)', 'POINT (-497.3677634959754 6363.886889857202)']"
13,2022-03-01 16:30:00+00:00,2022-03-01 16:35:00+00:00,"['POINT (660.2070252315734 3610.994566867167)', 'POINT (581.8384408333688 3529.4152341625972)']"
13,2022-03-01 07:35:00+00:00,2022-03-01 07:40:00+00:00,"['POINT (585.7918117851856 3538.798388512636)', 'POINT (656.2536542797567 3601.6114125171284)']"
14,2022-03-01 17:20:00+00:00,2022-03-01 17:25:00+00:00,"['POINT (1535.4111740520664 4021.741043075247)', 'POINT (1591.8298888318336 4013.7639158217444)']"
14,2022-03-01 08:45:00+00:00,2022-03-01 08:50:00+00:00,"['POINT (1603.441866432816 4025.5633312874506)', 'POINT (1523.799196451084 4009.941627609541)']"
16,2022-03-01 07:10:00+00:00,2022-03-01 07:45:00+00:00,"['POINT (1831.08936976338 5326.192433295153)', 'POINT (2153.7726332898287 5161.395181416559)', 'POINT (2178.2857948492847 4742.991925520952)', 'POINT (2188.4062655088374 4326.174795439306)', 'POINT (2026.2140463336498 4095.234730270335)', 'POINT (1608.27769129796 4055.990657281192)', 'POINT (1188.7284080978254 4059.9787833953515)', 'POINT (992.0250197535568 4095.370986469501)']"
16,2022-03-01 16:25:00+00:00,2022-03-01 17:00:00+00:00,"['POINT (991.3270590871906 4100.917174659022)', 'POINT (1345.5047640177925 4063.1618177467794)', 'POINT (1764.5745877085556 4068.7765569861886)', 'POINT (2182.540673952324 4092.8318645249346)', 'POINT (2202.9185569846113 4481.956625016059)', 'POINT (2163.5207488278315 4898.699069459435)', 'POINT (2146.036719291575 5297.417718130854)', 'POINT (1831.7873304297461 5320.646245105632)']"
17,2022-03-01 17:20:00+00:00,2022-03-01 18:05:00+00:00,"['POINT (-2000.3032213302695 4184.061539506543)', 'POINT (-1627.8409511187915 4223.658879772111)', 'POINT (-1210.2119896027866 4265.9409981273)', 'POINT (-967.7763645162898 4461.657923387543)', 'POINT (-868.2325206633195 4818.316530921412)', 'POINT (-859.9637645238382 5238.210473579333)', 'POINT (-879.5013596752016 5657.175529410027)', 'POINT (-1164.2859051569778 5802.115862609772)', 'POINT (-1584.0549793630214 5801.25502778725)', 'POINT (-1701.950647608051 5620.022677890126)']"
17,2022-03-01 08:05:00+00:00,2022-03-01 08:50:00+00:00,"['POINT (-1704.7713283737937 5630.22569812214)', 'POINT (-1428.8760777320476 5799.543201660766)', 'POINT (-1009.0079846352935 5800.417768820647)', 'POINT (-864.4467062678019 5502.636923183538)', 'POINT (-862.188570064341 5082.939535407823)', 'POINT (-884.9261754361642 4663.958817451014)', 'POINT (-1103.8047211458083 4432.065276291856)', 'POINT (-1364.9880146408761 4253.890706220199)', 'POINT (-1783.0715743866351 4222.192264950294)', 'POINT (-1997.4825405645267 4173.8585192745295)']"
18,2022-03-01 07:30:00+00:00,2022-03-01 08:55:00+00:00,"['POINT (-1062.3812299904594 3002.1215906661346)', 'POINT (-1255.9884588153034 2656.5856054895225)', 'POINT (-1675.794761281647 2658.4580181334863)', 'POINT (-1998.398455588451 2731.7705537424886)', 'POINT (-1966.8295482015806 3148.7571326862876)', 'POINT (-1939.5839379164142 3567.0748512558384)', 'POINT (-1747.8401079213222 3832.1630951907186)', 'POINT (-1701.7937881663238 4221.563382972294)', 'POINT (-1284.0681379430175 4261.428591595001)', 'POINT (-864.7905231734135 4260.601552328794)', 'POINT (-445.9909362035378 4236.171791848299)', 'POINT (-106.39319474626105 4106.836652057489)', 'POINT (186.80234053059715 4222.668761983899)', 'POINT (376.34203305804084 4477.355127468542)', 'POINT (584.858055054365 4253.941127766555)', 'POINT (843.6412788243056 4056.705206014062)', 'POINT (949.490692218304 3723.2274295543916)', 'POINT (1160.3569836610059 3677.158239953999)']"
18,2022-03-01 17:35:00+00:00,2022-03-01 19:00:00+00:00,"['POINT (1174.5599898893972 3684.5515693344405)', 'POINT (932.2488734419445 3897.1747707265386)', 'POINT (668.9606044095846 4055.1223611493187)', 'POINT (572.5067950876978 4428.025102765657)', 'POINT (203.64163639321245 4466.7901244370005)', 'POINT (138.19172587312772 4100.334809888061)', 'POINT (-279.72919323213284 4129.543160630295)', 'POINT (-620.0175395586614 4252.939737306358)', 'POINT (-1039.366271026914 4260.563447986736)', 'POINT (-1457.8378192841383 4242.342703649759)', 'POINT (-1726.9006301776708 4068.014225233751)', 'POINT (-1919.9744534518377 3801.827194767596)', 'POINT (-1957.767711022508 3393.2668875864733)', 'POINT (-1963.834204469681 2974.065870556652)', 'POINT (-1920.045499532042 2640.3670658248716)', 'POINT (-1501.063753325284 2662.3558961694944)', 'POINT (-1147.6820483133058 2712.108569411805)', 'POINT (-1076.5842362188507 2994.728261285693)']"
19,2022-03-01 08:35:00+00:00,2022-03-01 08:55:00+00:00,"['POINT (1792.288740518518 3445.633257478743)', 'POINT (1416.5204690832297 3291.305110441908)', 'POINT (1351.3449515110083 3669.1955768797907)', 'POINT (1463.8820343767222 3977.667238954775)', 'POINT (1499.0138236678185 4011.478496900578)']"
19,2022-03-01 17:25:00+00:00,2022-03-01 17:45:00+00:00,"['POINT (1496.4456131589884 4021.741043075247)', 'POINT (1359.565584543238 3847.322537233398)', 'POINT (1367.9201769872423 3428.66747673432)', 'POINT (1657.8858614800185 3286.0590567552754)', 'POINT (1794.856951027348 3435.370711304074)']"
20,2022-03-01 17:25:00+00:00,2022-03-01 18:25:00+00:00,"['POINT (585.2216880077107 3622.7180435904966)', 'POINT (638.8524061306211 3160.2810012076557)', 'POINT (640.5141939292108 2740.664647408689)', 'POINT (643.2963855150448 2321.3027126801435)', 'POINT (597.6988990700479 1905.5283031868871)', 'POINT (481.5391222654151 1657.7883256095897)', 'POINT (62.029470188791535 1659.238029775614)', 'POINT (-357.2531638623976 1666.5119174144395)', 'POINT (-771.6526627067766 1605.0846140687966)', 'POINT (-1190.1331454841174 1589.4114203780025)', 'POINT (-1606.5703372730331 1583.363595369896)', 'POINT (-1615.7458790087212 1963.6381038399313)', 'POINT (-1422.8753026578263 2066.5737215664585)']"
20,2022-03-01 06:45:00+00:00,2022-03-01 07:45:00+00:00,"['POINT (-1435.4128878299682 2057.4318747557327)', 'POINT (-1642.728952906877 1746.3229557665836)', 'POINT (-1384.777144927974 1566.3017172943953)', 'POINT (-968.7643428653137 1602.0777176508152)', 'POINT (-550.1917912025161 1626.07574798729)', 'POINT (-135.0529610584559 1666.8301985074943)', 'POINT (284.54872552785855 1664.5094499151498)', 'POINT (613.7554302778224 1709.0705662680814)', 'POINT (620.5736572448377 2125.802206935325)', 'POINT (651.9444222130035 2543.7218591604137)', 'POINT (639.2623491204146 2963.2941001470335)', 'POINT (628.3371029781583 3382.0355907941007)', 'POINT (597.7592731798527 3631.8598904012224)']"
21,2022-03-01 07:50:00+00:00,2022-03-01 08:05:00+00:00,"['POINT (1409.3995291046801 3410.1712682211246)', 'POINT (1116.467827843134 3654.102449532274)', 'POINT (930.1708826246413 3921.1316148567216)', 'POINT (803.8794909700774 4107.0117745652105)']"
21,2022-03-01 16:45:00+00:00,2022-03-01 17:00:00+00:00,"['POINT (800.6342599068146 4103.165163999878)', 'POINT (948.6864586193187 3737.8443059085225)', 'POINT (1300.59180765907 3650.558972939593)', 'POINT (1412.644760167943 3414.0178787864565)']"
22,2022-03-01 17:00:00+00:00,2022-03-01 17:05:00+00:00,"['POINT (1626.36173317109 4226.189405838731)', 'POINT (1633.4086345568762 4461.730793578187)']"
22,2022-03-01 08:15:00+00:00,2022-03-01 08:20:00+00:00,"['POINT (1621.7516640707404 4457.745004135188)', 'POINT (1638.0187036572258 4230.17519528173)']"
24,2022-03-01 16:55:00+00:00,2022-03-01 18:10:00+00:00,"['POINT (1749.107722959826 4023.6598528872755)', 'POINT (1330.3474292866579 4063.063138127226)', 'POINT (910.4330241224702 4059.451573159112)', 'POINT (627.5354222634883 3922.035115373576)', 'POINT (617.2931719421122 3502.38120015894)', 'POINT (635.1162450807101 3084.0103911780307)', 'POINT (643.930439564891 2664.370826236755)', 'POINT (640.5159323101756 2244.983075867369)', 'POINT (600.9783848683029 1829.3045764023966)', 'POINT (405.49916770088095 1663.5148533209197)', 'POINT (-14.339975631411534 1659.59247070652)', 'POINT (-432.2346497247282 1652.8488861859967)', 'POINT (-847.8378939200479 1599.9199406931602)', 'POINT (-1264.2298486353518 1570.915570427917)', 'POINT (-1644.7344911368907 1625.428585338752)', 'POINT (-1527.1275555605914 2059.53529486834)']"
24,2022-03-01 07:10:00+00:00,2022-03-01 08:25:00+00:00,"['POINT (-1530.7039862202507 2057.4318747557327)', 'POINT (-1644.7166088256645 1623.6372525945108)', 'POINT (-1262.491757792136 1571.3494286978337)', 'POINT (-846.0465405661212 1599.9042582499176)', 'POINT (-430.49050303807354 1653.2577200313178)', 'POINT (-12.54857292607484 1659.584156564186)', 'POINT (407.29032494500893 1663.4840555213916)', 'POINT (600.8231477056783 1831.0892596238646)', 'POINT (640.581153569015 2246.7733101998074)', 'POINT (643.8503044845834 2666.160455010147)', 'POINT (635.1781882228872 3085.8007419327114)', 'POINT (617.2205899629829 3504.17115117334)', 'POINT (627.6074709579874 3923.8250879329375)', 'POINT (912.2229336426378 4059.525171306261)', 'POINT (1332.1388133221737 4063.0748006720096)', 'POINT (1752.6841536194854 4025.7632729998827)']"
25,2022-03-01 17:05:00+00:00,2022-03-01 17:45:00+00:00,"['POINT (412.9860808984934 1033.1806025214216)', 'POINT (181.1350677288083 1255.467865060977)', 'POINT (-21.937690475268855 1494.862100304926)', 'POINT (-297.48132435423435 1672.4793843742134)', 'POINT (-711.7833150099997 1609.9494229491065)', 'POINT (-1131.1310332424625 1599.2578944278864)', 'POINT (-1546.7802726134073 1577.5815863675339)', 'POINT (-1639.6234143102906 1908.875578336863)', 'POINT (-1694.505856483093 2049.322365937635)']"
25,2022-03-01 07:55:00+00:00,2022-03-01 08:35:00+00:00,"['POINT (-1702.1057284608669 2048.2715608575318)', 'POINT (-1644.7166088256645 1623.6372525945108)', 'POINT (-1262.491757792136 1571.3494286978337)', 'POINT (-846.0465405661212 1599.9042582499176)', 'POINT (-430.49050303807354 1653.2577200313178)', 'POINT (-102.2016538697148 1559.707262801607)', 'POINT (70.21371176042841 1284.839691178349)', 'POINT (452.5225478397973 1206.778939217981)', 'POINT (420.58595287626724 1034.231407601525)']"
26,2022-03-01 17:10:00+00:00,2022-03-01 17:35:00+00:00,"['POINT (-82.06554016401982 1511.1129553803012)', 'POINT (-471.6869615968637 1643.6011316863828)', 'POINT (-888.3580128601833 1600.274674986133)', 'POINT (-1304.345227084342 1567.2944715963827)', 'POINT (-1645.1389860826962 1665.9482380912154)', 'POINT (-1636.260455452556 2061.364222168615)']"
26,2022-03-01 08:05:00+00:00,2022-03-01 08:30:00+00:00,"['POINT (-1627.3229182469468 2048.2715608575318)', 'POINT (-1644.7166088256645 1623.6372525945108)', 'POINT (-1262.491757792136 1571.3494286978337)', 'POINT (-846.0465405661212 1599.9042582499176)', 'POINT (-430.49050303807354 1653.2577200313178)', 'POINT (-91.00307736962901 1524.2056166913846)']"
27,2022-03-01 07:50:00+00:00,2022-03-01 08:45:00+00:00,"['POINT (-1551.3343645385485 5650.818929732952)', 'POINT (-1517.7284294182639 5798.532689712055)', 'POINT (-1097.9183712943125 5800.711298208247)', 'POINT (-872.1479172213883 5591.215314220961)', 'POINT (-861.4481585639961 5171.850299127746)', 'POINT (-875.2998886974191 4752.34627248654)', 'POINT (-1015.3134148855956 4440.041297238885)', 'POINT (-1276.4631747023552 4262.048777789932)', 'POINT (-1694.1638038851072 4221.622006146808)', 'POINT (-1740.364677584489 3833.692159639118)', 'POINT (-2000.1030720231518 3632.7979681308534)', 'POINT (-2210.72614767538 3467.339297847116)']"
27,2022-03-01 17:15:00+00:00,2022-03-01 18:10:00+00:00,"['POINT (-2202.659451917056 3456.928318795747)', 'POINT (-1933.288966084143 3733.75244347379)', 'POINT (-1729.0935030959702 3989.698009129349)', 'POINT (-1535.4159453760522 4231.386044463098)', 'POINT (-1151.9081864420305 4301.709634886548)', 'POINT (-965.6479771123081 4554.359956793031)', 'POINT (-865.4038545166394 4911.062303741425)', 'POINT (-857.4478683745908 5330.952951726199)', 'POINT (-886.3729742692502 5749.558221204083)', 'POINT (-1257.042124673063 5804.569782807442)', 'POINT (-1676.8236596218608 5802.97389883753)', 'POINT (-1559.4010602968729 5661.229908784321)']"
28,2022-03-01 07:40:00+00:00,2022-03-01 08:35:00+00:00,"['POINT (-1551.3343645385485 5676.174237812989)', 'POINT (-1863.2835168710399 5825.793382962175)', 'POINT (-2282.976715608316 5833.73823279104)', 'POINT (-2701.5776656237763 5862.362168388515)', 'POINT (-3028.576903262201 5982.18854260449)', 'POINT (-3167.3168643663225 6246.1679689639095)', 'POINT (-3226.7575788993186 6590.624900472083)', 'POINT (-3527.15293406085 6724.71162842641)', 'POINT (-3728.537976945906 6946.276289022715)', 'POINT (-3674.2733034507028 7297.833055075855)', 'POINT (-3341.173089668976 7185.932572351619)', 'POINT (-3209.9368537493483 7171.529637146424)']"
